id_text	primary_publication	publication_history
P000233	CDLI Lexical 000002, ex. 034	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 006, W 20234; UVB 18, catalogue
P000234	CDLI Lexical 000002, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002, W 20235,1; UVB 18, catalogue
P000235	CDLI Lexical 000019, ex. 001	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 053, W 20235,2; UVB 18, catalogue
P000236	CDLI Lexical 000002, ex. 145	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 020, W 20246,4
P000237	CDLI Lexical 000002, ex. 026	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 005, W 20247,1+
P000240	CDLI Lexical 000030, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 046, W 20258,1+; ATU 2, plate 39
P000241	CDLI Lexical 000030, ex. 021	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 048, W 20258,2; ATU 2, plate 39
P000243	CDLI Lexical 000030, ex. 022	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 048, W 20258,4; ATU 2, plate 39
P000244	CDLI Lexical 000030, ex. 029	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 20258,5
P000245	CDLI Lexical 000030, ex. 035	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 050, W 20258,6; ATU 2, plate 39
P000246	CDLI Lexical 000030, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 044, W 20258,7; ATU 2, plate 39
P000247	CDLI Lexical 000002, ex. 007	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002-3, W 20266,1; BagM 2, catalogue; ATU 2, plate 40; P. Damerow, R. Englund and H. Nissen, Spektrum der Wissenschaft, Februar 1988, 82; MSL 12, 022
P000248	CDLI Lexical 000023, ex. 065	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 062, W 20266,2; BagM 2, catalogue; ATU 2, plate 40
P000249	CDLI Lexical 000265, ex. 006	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 079, W 20266,3; BagM 2, catalogue; ATU 2, plate 41
P000250	CDLI Lexical 000002, ex. 155	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 021, W 20266,4; BagM 2, catalogue; ATU 2, plate 41
P000251	CDLI Lexical 000002, ex. 112	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 20266,5; BagM 2, catalogue; ATU 2, plate 41
P000252	CDLI Lexical 000002, ex. 105	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 20266,6; BagM 2, catalogue; ATU 2, plate 42
P000253	CDLI Lexical 000002, ex. 131	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,7; BagM 2, catalogue; ATU 2, plate 42
P000254	CDLI Lexical 000002, ex. 132	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,8; BagM 2, catalogue; ATU 2, plate 42
P000255	CDLI Lexical 000002, ex. 146	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 020, W 20266,9; BagM 2, catalogue; ATU 2, plate 42
P000256	CDLI Lexical 000026, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 068, W 20266,10; BagM 2, catalogue
P000257	CDLI Lexical 000023, ex. 077	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 064, W 20266,11, BagM 2, catalogue
P000258	CDLI Lexical 000026, ex. 038	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 073, W 20266,12; BagM 2, catalogue
P000259	CDLI Lexical 000023, ex. 069	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 20266,13; BagM 2, catalogue
P000260	CDLI Lexical 000034, ex. 008	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 077, W 20266,14; BagM 2, catalogue
P000261	CDLI Lexical 000019, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 053, W 20266,15; BagM 2, catalogue
P000262	CDLI Lexical 000026, ex. 028	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 072, W 20266,16; BagM 2, catalogue
P000263	CDLI Lexical 000002, ex. 027	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 005, W 20266,17; BagM 2, catalogue
P000264	CDLI Lexical 000002, ex. 011	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002, W 20266,18; BagM 2, catalogue
P000265	CDLI Lexical Archaic Unidentified, ex. 048	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,19; BagM 2, catalogue
P000266	CDLI Lexical 000019, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 053, W 20266,20; BagM 2, catalogue
P000267	CDLI Lexical 000002, ex. 054	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 010, W 20266,21
P000268	CDLI Lexical Archaic Unidentified, ex. 049	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,22
P000269	CDLI Lexical 000002, ex. 103	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 20266,23
P000270	CDLI Lexical 000002, ex. 073	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 012, W 20266,24
P000271	CDLI Lexical 000002, ex. 128	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,25
P000272	CDLI Lexical 000002, ex. 167	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,26
P000273	CDLI Lexical 000002, ex. 120	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 20266,27
P000274	CDLI Lexical 000002, ex. 104	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 20266,28
P000275	CDLI Lexical 000030, ex. 017	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 20266,29
P000276	CDLI Lexical 000002, ex. 082	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 013, W 20266,30
P000277	CDLI Lexical 000002, ex. 129	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,31
P000278	CDLI Lexical 000002, ex. 130	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,32
P000279	CDLI Lexical 000023, ex. 071	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 20266,33
P000280	CDLI Lexical 000023, ex. 072	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 20266,34
P000281	CDLI Lexical 000023, ex. 012	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 055, W 20266,35
P000282	CDLI Lexical 000023, ex. 066	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 062, W 20266,36
P000283	CDLI Lexical 000023, ex. 073	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 20266,37
P000284	CDLI Lexical 000023, ex. 079	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 064, W 20266,38
P000285	CDLI Lexical 000023, ex. 080	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 064, W 20266,39
P000286	CDLI Lexical 000026, ex. 048	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 074, W 20266,40
P000287	CDLI Lexical 000026, ex. 013	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 070, W 20266,41
P000288	CDLI Lexical 000026, ex. 014	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 070, W 20266,42
P000289	CDLI Lexical 000026, ex. 024	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,43
P000290	CDLI Lexical 000030, ex. 051	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,44
P000291	CDLI Lexical 000030, ex. 052	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,45
P000292	CDLI Lexical 000030, ex. 053	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,46
P000293	CDLI Lexical 000026, ex. 025	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,47
P000294	CDLI Lexical 000013, ex. 011	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 032, W 20266,48
P000295	CDLI Lexical 000013, ex. 016	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 033, W 20266,49
P000296	CDLI Lexical 000026, ex. 039	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 073, W 20266,50
P000297	CDLI Lexical 000013, ex. 017	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 033, W 20266,51
P000298	CDLI Lexical 000013, ex. 018	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 033, W 20266,52
P000299	CDLI Lexical 000011, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 028, W 20266,53
P000300	CDLI Lexical 000011, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 028, W 20266,54
P000301	CDLI Lexical 000011, ex. 015	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 20266,55
P000302	CDLI Lexical 000011, ex. 016	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 20266,56
P000303	CDLI Lexical 000002, ex. 168	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,57
P000304	CDLI Lexical 000023, ex. 030	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 057, W 20266,58
P000305	CDLI Lexical 000022, ex. 018	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 041, W 20266,59
P000306	CDLI Lexical 000022, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 037, W 20266,60+
P000308	CDLI Lexical 000030, ex. 054	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,62
P000309	CDLI Lexical Archaic Unidentified, ex. 050	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,63
P000310	CDLI Lexical 000030, ex. 055	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,64
P000311	CDLI Lexical 000034, ex. 001	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 076, W 20266,65
P000312	CDLI Lexical 000030, ex. 038	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 050, W 20266,66
P000313	CDLI Lexical 000026, ex. 007	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 069, W 20266,67
P000314	CDLI Lexical 000265, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 078, W 20266,68
P000315	CDLI Lexical Archaic Unidentified, ex. 051	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,69
P000316	CDLI Lexical 000002, ex. 156	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 021, W 20266,70
P000317	CDLI Lexical 000030, ex. 044	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 051, W 20266,71
P000318	CDLI Lexical Archaic Unidentified, ex. 052	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,72
P000319	CDLI Lexical 000034, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 077, W 20266,73
P000320	CDLI Lexical 000034, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 076, W 20266,74
P000321	CDLI Lexical 000034, ex. 011	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 077, W 20266,75
P000322	CDLI Lexical Archaic Unidentified, ex. 053	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,76
P000323	CDLI Lexical 000034, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 076, W 20266,77
P000324	CDLI Lexical 000002, ex. 083	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 013, W 20266,78
P000325	CDLI Lexical Archaic Unidentified, ex. 054	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 090, W 20266,79
P000326	CDLI Lexical 000265, ex. 008	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 079, W 20266,80
P000327	CDLI Lexical Archaic Unidentified, ex. 064	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,81
P000328	CDLI Lexical 000013, ex. 019	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 033, W 20266,82
P000329	CDLI Lexical 000002, ex. 028	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 005, W 20266,83
P000330	CDLI Lexical 000002, ex. 157	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 021, W 20266,84
P000331	CDLI Lexical 000002, ex. 106	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 20266,85
P000332	CDLI Lexical 000002, ex. 121	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 20266,86
P000333	CDLI Lexical 000028, ex. 06	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 075, W 20266,87, 
P000334	CDLI Lexical 000002, ex. 095	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 20266,88
P000335	CDLI Lexical 000002, ex. 061	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 011, W 20266,89
P000336	CDLI Lexical 000002, ex. 040	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 007, W 20266,90
P000337	CDLI Lexical 000002, ex. 158	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 021, W 20266,91
P000338	CDLI Lexical 000002, ex. 113	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 20266,92
P000339	CDLI Lexical 000002, ex. 096	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 014, W 20266,93
P000340	CDLI Lexical 000002, ex. 084	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 013, W 20266,94
P000341	CDLI Lexical 000002, ex. 133	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,95
P000342	CDLI Lexical 000002, ex. 122	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 20266,96
P000343	CDLI Lexical 000002, ex. 123	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 20266,97
P000344	CDLI Lexical 000002, ex. 074	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 012, W 20266,98
P000345	CDLI Lexical 000002, ex. 012	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002, W 20266,99
P000346	CDLI Lexical 000002, ex. 162	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,100
P000347	CDLI Lexical 000002, ex. 138	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 019, W 20266,101
P000348	CDLI Lexical 000002, ex. 163	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,102
P000349	CDLI Lexical 000002, ex. 127	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 018, W 20266,104
P000350	CDLI Lexical 000002, ex. 119	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 017, W 20266,105
P000351	CDLI Lexical 000002, ex. 164	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,106
P000352	CDLI Lexical 000002, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 002, W 20266,107
P000353	CDLI Lexical 000002, ex. 165	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,108
P000354	CDLI Lexical 000002, ex. 166	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 022, W 20266,109
P000355	CDLI Lexical 000002, ex. 110	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 20266,110
P000356	CDLI Lexical 000002, ex. 139	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 019, W 20266,111
P000357	CDLI Lexical 000002, ex. 111	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 016, W 20266,112
P000358	CDLI Lexical 000002, ex. 102	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 015, W 20266,113
P000359	CDLI Lexical 000002, ex. 072	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 012, W 20266,114
P000360	CDLI Lexical Archaic Unidentified, ex. 055	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,115
P000361	CDLI Lexical 000030, ex. 036	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 050, W 20266,116
P000362	CDLI Lexical 000030, ex. 041	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 051, W 20266,117
P000363	CDLI Lexical 000030, ex. 030	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 20266,118
P000364	CDLI Lexical 000030, ex. 031	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 20266,119
P000365	CDLI Lexical 000030, ex. 005	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 044, W 20266,120
P000366	CDLI Lexical 000030, ex. 006	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 044, W 20266,121
P000367	CDLI Lexical 000030, ex. 007	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 044, W 20266,122
P000368	CDLI Lexical 000030, ex. 014	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 20266,123
P000369	CDLI Lexical 000030, ex. 042	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 051, W 20266,124
P000370	CDLI Lexical 000030, ex. 015	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 20266,125
P000371	CDLI Lexical 000030, ex. 032	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 20266,126
P000372	CDLI Lexical 000030, ex. 049	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,127
P000373	CDLI Lexical 000030, ex. 050	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 052, W 20266,128
P000374	CDLI Lexical 000030, ex. 037	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 050, W 20266,129
P000375	CDLI Lexical 000022, ex. 025	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 042, W 20266,130
P000376	CDLI Lexical 000022, ex. 006	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 039, W 20266,131
P000377	CDLI Lexical Archaic Unidentified, ex. 056	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,132
P000378	CDLI Lexical 000026, ex. 020	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,133
P000379	CDLI Lexical 000026, ex. 012	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 070, W 20266,134
P000380	CDLI Lexical 000026, ex. 046	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 074, W 20266,135
P000381	CDLI Lexical 000026, ex. 047	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 074, W 20266,136
P000382	CDLI Lexical 000026, ex. 021	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,137
P000383	CDLI Lexical 000026, ex. 022	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,138
P000384	CDLI Lexical 000023, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 054, W 20266,139
P000385	CDLI Lexical 000023, ex. 005	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 054, W 20266,140
P000386	CDLI Lexical 000023, ex. 055	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 061, W 20266,141
P000387	CDLI Lexical 000023, ex. 070	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 063, W 20266,142
P000388	CDLI Lexical 000023, ex. 078	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 064, W 20266,143
P000389	CDLI Lexical 000023, ex. 029	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 057, W 20266,144
P000390	CDLI Lexical 000034, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 077, W 20266,145
P000391	CDLI Lexical 000265, ex. 004	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 079, W 20266,146
P000392	CDLI Lexical 000265, ex. 005	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 079, W 20266,147
P000393	CDLI Lexical 000265, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 078, W 20266,148
P000394	CDLI Lexical 000265, ex. 009	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 078, W 20266,149
P000395	CDLI Lexical 000026, ex. 023	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 071, W 20266,150
P000396	CDLI Lexical 000011, ex. 018	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 030, W 20266,151
P000397	CDLI Lexical 000030, ex. 043	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 051, W 20266,152
P000398	CDLI Lexical 000030, ex. 033	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 049, W 20266,153
P000399	CDLI Lexical 000013, ex. 010	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 032, W 20266,154
P000400	CDLI Lexical 000011, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 028, W 20266,155
P000401	CDLI Lexical 000030, ex. 016	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 047, W 20266,156
P000402	CDLI Lexical 000011, ex. 019	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 030, W 20266,157
P000403	CDLI Lexical 000011, ex. 012	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 20266,158
P000404	CDLI Lexical 000011, ex. 013	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 20266,159
P000405	CDLI Lexical 000011, ex. 020	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 030, W 20266,160
P000406	CDLI Lexical 000011, ex. 021	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 030, W 20266,161
P000407	CDLI Lexical 000011, ex. 014	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 029, W 20266,162
P000408	CDLI Lexical 000017, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 035, W 20266,163
P000409	CDLI Lexical 000017, ex. 003	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 035, W 20266,164
P000410	CDLI Lexical Archaic Unidentified, ex. 057	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,168
P000411	CDLI Lexical Archaic Unidentified, ex. 058	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,169
P000412	CDLI Lexical Archaic Unidentified, ex. 059	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,171
P000413	CDLI Lexical Archaic Unidentified, ex. 060	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,172
P000414	CDLI Lexical Archaic Unidentified, ex. 061	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,173
P000415	CDLI Lexical Archaic Unidentified, ex. 002	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 078, W 20266,174
P000416	CDLI Lexical Archaic Unidentified, ex. 062	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,175
P000417	CDLI Lexical Archaic Unidentified, ex. 063	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 091, W 20266,176
P000418	CDLI Lexical Archaic Unidentified, ex. 065	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,177
P000419	CDLI Lexical Archaic Unidentified, ex. 066	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,178
P000420	CDLI Lexical Archaic Unidentified, ex. 067	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,179
P000421	CDLI Lexical Archaic Unidentified, ex. 068	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,180
P000422	CDLI Lexical Archaic Unidentified, ex. 069	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,181
P000423	CDLI Lexical Archaic Unidentified, ex. 070	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,182
P000424	CDLI Lexical Archaic Unidentified, ex. 071	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,183
P000425	CDLI Lexical Archaic Unidentified, ex. 072	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,184
P000426	CDLI Lexical Archaic Unidentified, ex. 073	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,185
P000427	CDLI Lexical Archaic Unidentified, ex. 074	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,186
P000428	CDLI Lexical Archaic Unidentified, ex. 075	Englund, Robert K. & Nissen, Hans J., ATU 3 (1993) pl. 092, W 20266,187
