id_text	designation	artifact_type	period	provenience	museum_no	accession_no	excavation_no	artifact_comments	seal_information	collections	dates	alternative_years	genres	languages	materials	publications_key	publications_type	publications_exact_ref
P001706	ATU 6, pl. 003, W 10595	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16934		W 10595			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10595
P001707	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 10596			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001708	ATU 6, pl. 003, W 10597	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21421		W 10597			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10597
P001709	ATU 6, pl. 003, W 10598+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16916 + VAT 16937 + VAT 17713		W 10598 + W 10605 + W 10630			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10598+
P001712	ATU 6, pl. 004, W 10601	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17881		W 10601			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10601
P001713	ATU 6, pl. 004, W 10602	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17871		W 10602			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10602
P001714	ATU 6, pl. 004, W 10603	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17621		W 10603			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10603
P001715	ATU 6, pl. 004, W 10604+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16914 + VAT 16915		W 10604 + W 10606			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10604+
P001718	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 10607			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001719	ATU 6, pl. 004, W 10608	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17612		W 10608			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10608
P001720	ATU 6, pl. 004, W 10609	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17614		W 10609			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10609
P001721	ATU 6, pl. 005, W 10610	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16896		W 10610			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10610
P001722	ATU 6, pl. 005, W 10611	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21422		W 10611			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10611
P001723	ATU 6, pl. 005, W 10612	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17760, a		W 10612			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10612
P001724	ATU 6, pl. 005, W 10613,a1	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17609		W 10613,a1			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,a1
P001725	ATU 6, pl. 005, W 10613,a2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21423		W 10613,a2			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,a2
P001726	VA — ?	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VA — ?		W 10613,b1			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001727	ATU 6, pl. 005, W 10613,b2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21424		W 10613,b2			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,b2
P001728	ATU 6, pl. 005, W 10613,c	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21425		W 10613,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,c
P001729	ATU 6, pl. 005, W 10613,d1	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21426		W 10613,d1			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,d1
P001730	ATU 6, pl. 005, W 10613,d2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21427		W 10613,d2			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,d2
P001731	VA — ?	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VA — ?		W 10613,e1			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001732	ATU 6, pl. 005, W 10613,e2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21428		W 10613,e2			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 5, W 10613,e2
P001733	ATU 6, pl. 006, W 10613,f	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16940, b		W 10613,f			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10613,f
P001734	ATU 6, pl. 006, W 10613,g	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 21429		W 10613,g			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10613,g
P001735	ATU 6, pl. 006, W 10614+	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16880 + VAT 16881		W 10614 + W 10615			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10614+
P001737	ATU 6, pl. 006, W 10616	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17876		W 10616			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10616
P001738	ATU 6, pl. 006, W 10617	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17878		W 10617			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10617
P001739	ATU 6, pl. 006, W 10618,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17873		W 10618,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10618,a
P001740	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 10618,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001741	ATU 6, pl. 006, W 10619	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21430		W 10619			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 6, W 10619
P001742	ATU 6, pl. 007, W 10620	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17865		W 10620			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10620
P001743	ATU 6, pl. 007, W 10621	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17866		W 10621			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10621
P001744	ATU 6, pl. 007, W 10622	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17883, b		W 10622			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10622
P001745	ATU 6, pl. 007, W 10623	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21431		W 10623			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10623
P001746	ATU 6, pl. 007, W 10624	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21432		W 10624			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10624
P001747	ATU 6, pl. 007, W 10625,a+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16932 + VAT 16940, a		W 10625,a + W 10625,b + W 10625,c + W 10625,d + W 10626			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10625,a+
P001752	ATU 6, pl. 007, W 10627	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17625		W 10627			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10627
P001753	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 10628			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001754	ATU 6, pl. 007, W 10629	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17883, a		W 10629			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 7, W 10629
P001756	ATU 6, pl. 008, W 10631	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17884, d		W 10631			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 8, W 10631
P001757	ATU 6, pl. 008, W 10632	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16745		W 10632			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376627	primary;history	pl. 8, W 10632; p. 350;
P001758	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 10682			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001759	ATU 6, pl. 008, W 10731	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16895		W 10731			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376577	primary;history	pl. 8, W 10731;
P001760	ATU 6, pl. 008, W 10736	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16736		W 10736			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376578	primary;history	pl. 8, W 10736;
P001761	ATU 6, pl. 009, W 10753	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16844		W 10753			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 9, W 10753
P001762	ATU 6, pl. 009, W 10797	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17877		W 10797			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 9, W 10797
P001763	ATU 6, pl. 009, W 10798	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17607		W 10798			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 9, W 10798
P001764	ATU 6, pl. 009, W 10802	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17857		W 10802			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376579	primary;history	pl. 9, W 10802;
P001765	ATU 6, pl. 009, W 10803,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17610		W 10803,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 9, W 10803,a
P001766	ATU 6, pl. 010, W 10803,b+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16919 + ?		W 10803,b + W 10803,c + W 10803,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 10, W 10803,b+
P001769	ATU 6, pl. 010, W 10804	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21433		W 10804			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 10, W 10804
P001770	ATU 3, pl. 082, W 10824	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17886, a		W 10824			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1993	primary	pl. 82, W 10824
P001771	ATU 6, pl. 010, W 10825	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16950		W 10825			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 10, W 10825
P001772	ATU 6, pl. 010, W 10846	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16841		W 10846			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 10, W 10846
P001773	ATU 6, pl. 010, W 10929	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17620		W 10929			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 10, W 10929
P001774	ATU 6, pl. 011, W 10931	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17613		W 10931			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 11, W 10931
P001775	ATU 6, pl. 011, W 10967,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16747		W 10967,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund2005ATU6; Green1987ATU2	history; primary; history	p. 174, no. 18.6; pl. 11, W 10967,a; pl. 17
P001776	ATU 6, pl. 011, W 10967,b	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16903		W 10967,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Damerow1991; Nissen1991FrüheSchrift ; Englund2005ATU6; Green1987ATU2; sec1600	history; history; primary; history; history	p. 698; p. 174, no. 18.7; pl. 11, W 10967,b; pl. 17; 
P001777	ATU 6, pl. 011, W 10992	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17859		W 10992			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376580	primary;history	pl. 11, W 10992;
P001778	ATU 6, pl. 012, W 10993	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16748		W 10993			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376581	primary;history	pl. 12, W 10993;
P001779	ATU 6, pl. 012, W 11040	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16721		W 11040			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376580	primary;history	p. 52 fig. 15; pl. 12, W 11040;
P001780	ATU 6, pl. 012, W 11137	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA 10804,1 ?		W 11137			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 12, W 11137
P001781	ATU 6, pl. 013, W 11167,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA 10804,d		W 11167,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,b
P001782	ATU 6, pl. 013, W 11167,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16789		W 11167,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1376582	primary;history	pl. 13, W 11167,c;
P001783	ATU 6, pl. 013, W 11167,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21434		W 11167,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,d
P001784	ATU 6, pl. 013, W 11167,e	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21435		W 11167,e			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,e
P001785	ATU 6, pl. 013, W 11167,f	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21436		W 11167,f			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,f
P001786	ATU 6, pl. 013, W 11167,g	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21437		W 11167,g			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,g
P001787	ATU 6, pl. 013, W 11167,h	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21438		W 11167,h			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11167,h
P001788	ATU 6, pl. 013, W 11791+	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16848 + VAT 16918		W 11791 + W 11792			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 13, W 11791+
P001790	ATU 6, pl. 014, W 11793	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21439		W 11793			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11793
P001791	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11794,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001792	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11794,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001793	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11794,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001794	ATU 6, pl. 014, W 11802	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21440		W 11802			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11802
P001795	ATU 6, pl. 014, W 11803	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16970		W 11803			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11803
P001796	ATU 6, pl. 014, W 11804	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21441		W 11804			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11804
P001797	ATU 6, pl. 014, W 11896,a+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16962 + VAT 21442		W 11896,a + W 11896,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11896,a+
P001799	ATU 6, pl. 014, W 11931,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16839		W 11931,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11931,a
P001800	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11931,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001801	ATU 6, pl. 014, W 11931,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17585		W 11931,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11931,c
P001802	ATU 6, pl. 014, W 11931,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17698		W 11931,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 14, W 11931,d
P001803	ATU 6, pl. 015, W 11931,e	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17883, c		W 11931,e			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11931,e
P001804	ATU 6, pl. 015, W 11982	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17603		W 11982			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11982
P001805	ATU 6, pl. 015, W 11983,a+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16933		W 11983,a + W 11983,b + W 11983,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11983,a+
P001808	ATU 6, pl. 015, W 11983,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21443		W 11983,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11983,d
P001810	ATU 6, pl. 015, W 11984,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17886, b		W 11984,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11984,a
P001811	ATU 6, pl. 015, W 11984,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21444		W 11984,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11984,b
P001812	ATU 6, pl. 015, W 11984,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21445		W 11984,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 15, W 11984,c
P001813	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11984,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001814	ATU 6, pl. 016, W 11984,e	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21446		W 11984,e			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11984,e
P001815	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11984,f			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001816	ATU 6, pl. 016, W 11984,h	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21447		W 11984,h			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11984,h
P001817	VA 10804,2	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA 10804,2		W 11984,?			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001818	ATU 6, pl. 016, W 11985,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17701		W 11985,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11985,a
P001819	ATU 6, pl. 016, W 11985,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 16963		W 11985,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11985,b
P001820	ATU 6, pl. 016, W 11985,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17707		W 11985,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11985,c
P001821	ATU 6, pl. 016, W 11985,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17617		W 11985,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 16, W 11985,d
P001822	ATU 6, pl. 016, W 11986,b	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21448		W 11986,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1444425	primary;history	pl. 16, W 11986,b
P001823	ATU 6, pl. 017, W 11986,d	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17714		W 11986,d			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 11986,d
P001824	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11988,a			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001825	VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VA — ?		W 11988,b			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay			
P001826	ATU 6, pl. 017, W 11988,c	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21449		W 11988,c			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 11988,c
P001827	ATU 6, pl. 017, W 12011	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16960		W 12011			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 12011
P001828	ATU 6, pl. 017, W 12013	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 21450		W 12013			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 12013
P001829	ATU 6, pl. 017, W 12015	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 17618		W 12015			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 12015
P001830	ATU 6, pl. 017, W 12016	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)	VAT 17758, a		W 12016			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005;1444426	primary;history	pl. 17, W 12016
P001831	ATU 6, pl. 017, W 12017	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)	VAT 16729		W 12017			Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 17, W 12017
